CustomerID,TransactionID,TransactionDate,AmountSpent,ProductCategory,Age,Gender,MaritalStatus,IncomeLevel,InteractionID,InteractionDate,InteractionType,ResolutionStatus,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
12,6450,2022-11-02,87.1,Electronics,41,F,Married,Low,7872.0,2022-01-12,Inquiry,Unresolved,2023-12-31,43,Website,0
13,1990,2022-09-27,173.13,Electronics,24,F,Divorced,Low,9681.0,2022-07-27,Complaint,Resolved,2023-07-05,10,Mobile App,0
13,2005,2022-07-23,54.17,Clothing,24,F,Divorced,Low,9681.0,2022-07-27,Complaint,Resolved,2023-07-05,10,Mobile App,0
13,4677,2022-08-10,164.72,Books,24,F,Divorced,Low,9681.0,2022-07-27,Complaint,Resolved,2023-07-05,10,Mobile App,0
14,2745,2022-06-17,442.99,Furniture,42,M,Widowed,Medium,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
14,2745,2022-06-17,442.99,Furniture,42,M,Widowed,Medium,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
14,9980,2022-04-17,412.2,Furniture,42,M,Widowed,Medium,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
14,9980,2022-04-17,412.2,Furniture,42,M,Widowed,Medium,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
14,2396,2022-05-16,186.37,Groceries,42,M,Widowed,Medium,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
14,2396,2022-05-16,186.37,Groceries,42,M,Widowed,Medium,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
14,6272,2022-11-08,150.22,Books,42,M,Widowed,Medium,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
14,6272,2022-11-08,150.22,Books,42,M,Widowed,Medium,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
14,8718,2022-06-05,478.59,Groceries,42,M,Widowed,Medium,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
14,8718,2022-06-05,478.59,Groceries,42,M,Widowed,Medium,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
14,7776,2022-10-16,335.44,Clothing,42,M,Widowed,Medium,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
14,7776,2022-10-16,335.44,Clothing,42,M,Widowed,Medium,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
14,6836,2022-01-17,468.35,Furniture,42,M,Widowed,Medium,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
14,6836,2022-01-17,468.35,Furniture,42,M,Widowed,Medium,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
14,6340,2022-02-21,213.22,Groceries,42,M,Widowed,Medium,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
14,6340,2022-02-21,213.22,Groceries,42,M,Widowed,Medium,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
14,1721,2022-06-03,156.21,Groceries,42,M,Widowed,Medium,4459.0,2022-07-25,Complaint,Unresolved,2023-01-10,26,Online Banking,0
14,1721,2022-06-03,156.21,Groceries,42,M,Widowed,Medium,8823.0,2022-07-29,Feedback,Resolved,2023-01-10,26,Online Banking,0
15,3145,2022-03-28,283.39,Books,42,M,Divorced,Medium,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
15,3145,2022-03-28,283.39,Books,42,M,Divorced,Medium,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
15,2620,2022-11-11,383.9,Electronics,42,M,Divorced,Medium,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
15,2620,2022-11-11,383.9,Electronics,42,M,Divorced,Medium,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
15,6146,2022-04-15,160.79,Books,42,M,Divorced,Medium,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
15,6146,2022-04-15,160.79,Books,42,M,Divorced,Medium,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
15,2253,2022-01-20,273.54,Furniture,42,M,Divorced,Medium,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
15,2253,2022-01-20,273.54,Furniture,42,M,Divorced,Medium,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
15,1293,2022-05-20,68.63,Groceries,42,M,Divorced,Medium,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
15,1293,2022-05-20,68.63,Groceries,42,M,Divorced,Medium,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
15,5338,2022-01-26,406.29,Groceries,42,M,Divorced,Medium,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
15,5338,2022-01-26,406.29,Groceries,42,M,Divorced,Medium,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
15,4936,2022-08-16,151.88,Furniture,42,M,Divorced,Medium,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
15,4936,2022-08-16,151.88,Furniture,42,M,Divorced,Medium,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
15,3147,2022-12-16,185.6,Clothing,42,M,Divorced,Medium,6644.0,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
15,3147,2022-12-16,185.6,Clothing,42,M,Divorced,Medium,3914.0,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
16,9620,2022-11-25,52.67,Books,30,F,Single,Medium,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,9620,2022-11-25,52.67,Books,30,F,Single,Medium,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,5751,2022-07-23,352.99,Books,30,F,Single,Medium,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,5751,2022-07-23,352.99,Books,30,F,Single,Medium,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,3844,2022-11-22,250.51,Furniture,30,F,Single,Medium,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,3844,2022-11-22,250.51,Furniture,30,F,Single,Medium,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,6371,2022-11-14,154.7,Books,30,F,Single,Medium,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,6371,2022-11-14,154.7,Books,30,F,Single,Medium,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,4438,2022-08-09,470.53,Clothing,30,F,Single,Medium,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,4438,2022-08-09,470.53,Clothing,30,F,Single,Medium,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,6637,2022-08-07,97.06,Electronics,30,F,Single,Medium,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,6637,2022-08-07,97.06,Electronics,30,F,Single,Medium,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,6615,2022-12-14,159.18,Furniture,30,F,Single,Medium,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,6615,2022-12-14,159.18,Furniture,30,F,Single,Medium,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,7531,2022-09-01,147.82,Furniture,30,F,Single,Medium,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,7531,2022-09-01,147.82,Furniture,30,F,Single,Medium,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,1141,2022-11-13,334.33,Books,30,F,Single,Medium,5761.0,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,1141,2022-11-13,334.33,Books,30,F,Single,Medium,9278.0,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
17,1301,2022-06-03,67.2,Groceries,19,M,Married,Low,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,1301,2022-06-03,67.2,Groceries,19,M,Married,Low,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,7359,2022-09-29,92.54,Electronics,19,M,Married,Low,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,7359,2022-09-29,92.54,Electronics,19,M,Married,Low,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,2767,2022-07-19,344.04,Electronics,19,M,Married,Low,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,2767,2022-07-19,344.04,Electronics,19,M,Married,Low,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,3589,2022-07-23,431.79,Books,19,M,Married,Low,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,3589,2022-07-23,431.79,Books,19,M,Married,Low,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,9294,2022-11-24,121.62,Furniture,19,M,Married,Low,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,9294,2022-11-24,121.62,Furniture,19,M,Married,Low,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,4397,2022-06-27,124.02,Clothing,19,M,Married,Low,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,4397,2022-06-27,124.02,Clothing,19,M,Married,Low,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,4890,2022-07-01,444.06,Groceries,19,M,Married,Low,2246.0,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,4890,2022-07-01,444.06,Groceries,19,M,Married,Low,7540.0,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
18,4769,2022-05-27,164.11,Groceries,56,F,Married,High,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
18,1171,2022-08-30,97.23,Furniture,56,F,Married,High,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
18,6170,2022-04-28,281.73,Books,56,F,Married,High,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
18,1028,2022-02-08,154.09,Furniture,56,F,Married,High,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
18,9033,2022-01-14,254.22,Books,56,F,Married,High,9487.0,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
19,3893,2022-10-14,382.15,Furniture,57,F,Divorced,High,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,3893,2022-10-14,382.15,Furniture,57,F,Divorced,High,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,9830,2022-05-09,477.83,Furniture,57,F,Divorced,High,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,9830,2022-05-09,477.83,Furniture,57,F,Divorced,High,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,5865,2022-07-18,19.8,Groceries,57,F,Divorced,High,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,5865,2022-07-18,19.8,Groceries,57,F,Divorced,High,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,6290,2022-12-22,125.66,Furniture,57,F,Divorced,High,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,6290,2022-12-22,125.66,Furniture,57,F,Divorced,High,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,8988,2022-12-21,11.82,Clothing,57,F,Divorced,High,9979.0,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,8988,2022-12-21,11.82,Clothing,57,F,Divorced,High,8180.0,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
20,1490,2022-07-12,345.75,Groceries,41,M,Single,Low,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,2219,2022-12-17,191.96,Electronics,41,M,Single,Low,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,4307,2022-02-02,324.99,Clothing,41,M,Single,Low,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,8961,2022-11-26,488.22,Clothing,41,M,Single,Low,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,7435,2022-10-19,39.34,Groceries,41,M,Single,Low,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,4846,2022-09-14,485.84,Clothing,41,M,Single,Low,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,5167,2022-09-20,122.1,Groceries,41,M,Single,Low,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,9861,2022-04-14,315.55,Furniture,41,M,Single,Low,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,4640,2022-04-04,462.1,Books,41,M,Single,Low,9094.0,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
21,2493,2022-02-16,97.31,Books,64,M,Divorced,High,NoInteraction,,None,None,2023-06-16,18,Website,0
21,2596,2022-04-09,217.3,Groceries,64,M,Divorced,High,NoInteraction,,None,None,2023-06-16,18,Website,0
21,8416,2022-03-01,64.35,Books,64,M,Divorced,High,NoInteraction,,None,None,2023-06-16,18,Website,0
21,3714,2022-03-19,153.58,Books,64,M,Divorced,High,NoInteraction,,None,None,2023-06-16,18,Website,0
21,3647,2022-08-02,380.48,Groceries,64,M,Divorced,High,NoInteraction,,None,None,2023-06-16,18,Website,0
22,3133,2022-08-12,247.99,Furniture,42,F,Divorced,Low,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,3133,2022-08-12,247.99,Furniture,42,F,Divorced,Low,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,6885,2022-10-07,463.48,Groceries,42,F,Divorced,Low,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,6885,2022-10-07,463.48,Groceries,42,F,Divorced,Low,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,8646,2022-10-19,218.65,Clothing,42,F,Divorced,Low,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,8646,2022-10-19,218.65,Clothing,42,F,Divorced,Low,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,6250,2022-05-30,89.96,Furniture,42,F,Divorced,Low,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,6250,2022-05-30,89.96,Furniture,42,F,Divorced,Low,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,5095,2022-09-26,402.9,Books,42,F,Divorced,Low,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,5095,2022-09-26,402.9,Books,42,F,Divorced,Low,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,5195,2022-02-01,159.75,Furniture,42,F,Divorced,Low,2931.0,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,5195,2022-02-01,159.75,Furniture,42,F,Divorced,Low,6355.0,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
23,8983,2022-11-07,345.79,Groceries,35,F,Divorced,Low,4991.0,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
23,8983,2022-11-07,345.79,Groceries,35,F,Divorced,Low,6401.0,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
23,4105,2022-04-10,457.01,Books,35,F,Divorced,Low,4991.0,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
23,4105,2022-04-10,457.01,Books,35,F,Divorced,Low,6401.0,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
23,2838,2022-01-19,273.08,Groceries,35,F,Divorced,Low,4991.0,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
23,2838,2022-01-19,273.08,Groceries,35,F,Divorced,Low,6401.0,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
23,1498,2022-02-11,414.86,Books,35,F,Divorced,Low,4991.0,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
23,1498,2022-02-11,414.86,Books,35,F,Divorced,Low,6401.0,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
24,4322,2022-06-07,76.78,Clothing,55,M,Widowed,Medium,2733.0,2022-11-02,Complaint,Resolved,2023-10-04,12,Mobile App,0
24,5599,2022-12-12,128.8,Books,55,M,Widowed,Medium,2733.0,2022-11-02,Complaint,Resolved,2023-10-04,12,Mobile App,0
24,9658,2022-11-07,431.03,Furniture,55,M,Widowed,Medium,2733.0,2022-11-02,Complaint,Resolved,2023-10-04,12,Mobile App,0
